collision,total_steps,request_simulat_time,fixed_delta_seconds,current_simulat_time,stop_run,e_veloc,TTC,ttc_less_than_200,TTC_threshold,pedestrian_velocity,SAW_WALKER_cam1,SAW_WALKER_cam4,delay_count,delay_threshold,GLOBAL_BRAKE,apply_brake,new_velocity,frame_number
NA,375,6,0.016,1,false,67.43415,2040.0,False,500,3.33,1,0,0,0,0,0,N/A,0
NA,375,6,0.016,2,false,66.862352,2040.0,False,500,3.33,1,0,0,0,0,0,N/A,1
NA,375,6,0.016,3,false,66.679096,2020.0,False,500,3.33,1,0,0,0,0,0,N/A,2
NA,375,6,0.016,4,false,66.646831,2000.0,False,500,3.33,1,0,0,0,0,0,N/A,3
NA,375,6,0.016,5,false,66.642674,1970.0,False,500,3.33,1,0,0,0,0,0,N/A,4
NA,375,6,0.016,6,false,66.642505,1950.0,False,500,3.33,1,0,0,0,0,0,N/A,5
NA,375,6,0.016,7,false,66.642513,1920.0,False,500,3.33,1,0,0,0,0,0,N/A,6
NA,375,6,0.016,8,false,66.642519,1900.0,False,500,3.33,1,0,0,0,0,0,N/A,7
NA,375,6,0.016,9,false,66.642524,1880.0,False,500,3.33,1,0,0,0,0,0,N/A,8
NA,375,6,0.016,10,false,66.642527,1850.0,False,500,3.33,1,0,0,0,0,0,N/A,9
NA,375,6,0.016,11,false,66.657752,1830.0,False,500,3.33,1,0,0,0,0,0,N/A,10
NA,375,6,0.016,12,false,66.705893,1810.0,False,500,3.33,1,0,0,0,0,0,N/A,11
NA,375,6,0.016,13,false,66.737538,1780.0,False,500,3.33,1,0,0,0,0,0,N/A,12
NA,375,6,0.016,14,false,66.740145,1760.0,False,500,3.33,1,0,0,0,0,0,N/A,13
NA,375,6,0.016,15,false,66.740239,1740.0,False,500,3.33,1,0,0,0,0,0,N/A,14
NA,375,6,0.016,16,false,66.740246,1720.0,False,500,3.33,1,0,0,0,0,0,N/A,15
NA,375,6,0.016,17,false,66.740228,1690.0,False,500,3.33,1,0,0,0,0,0,N/A,16
NA,375,6,0.016,18,false,66.740214,1670.0,False,500,3.33,1,0,0,0,0,0,N/A,17
NA,375,6,0.016,19,false,66.740191,1650.0,False,500,3.33,1,0,0,0,0,0,N/A,18
NA,375,6,0.016,20,false,66.740166,1630.0,False,500,3.33,1,0,0,0,0,0,N/A,19
NA,375,6,0.016,21,false,66.740141,1610.0,False,500,3.33,1,0,0,0,0,0,N/A,20
NA,375,6,0.016,22,false,66.740115,1590.0,False,500,3.33,1,0,0,0,0,0,N/A,21
NA,375,6,0.016,23,false,66.740095,1570.0,False,500,3.33,1,0,0,0,0,0,N/A,22
NA,375,6,0.016,24,false,66.740075,1550.0,False,500,3.33,1,0,0,0,0,0,N/A,23
NA,375,6,0.016,25,false,66.74007,1530.0,False,500,3.33,1,0,0,0,0,0,N/A,24
NA,375,6,0.016,26,false,66.740044,1510.0,False,500,3.33,1,0,0,0,0,0,N/A,25
NA,375,6,0.016,27,false,66.740018,1490.0,False,500,3.33,1,0,0,0,0,0,N/A,26
NA,375,6,0.016,28,false,66.74,1470.0,False,500,3.33,1,0,0,0,0,0,N/A,27
NA,375,6,0.016,29,false,66.739982,1450.0,False,500,3.33,1,0,0,0,0,0,N/A,28
NA,375,6,0.016,30,false,66.739964,1430.0,False,500,3.33,1,0,0,0,0,0,N/A,29
NA,375,6,0.016,31,false,66.73994,1410.0,False,500,3.33,1,0,0,0,0,0,N/A,30
NA,375,6,0.016,32,false,66.739931,1390.0,False,500,3.33,1,0,0,0,0,0,N/A,31
NA,375,6,0.016,33,false,66.739914,1370.0,False,500,3.33,1,0,0,0,0,0,N/A,32
NA,375,6,0.016,34,false,66.739898,1350.0,False,500,3.33,1,0,0,0,0,0,N/A,33
NA,375,6,0.016,35,false,66.739883,1330.0,False,500,3.33,1,0,0,0,0,0,N/A,34
NA,375,6,0.016,36,false,66.739875,1310.0,False,500,3.33,1,0,0,0,0,0,N/A,35
NA,375,6,0.016,37,false,66.739867,1290.0,False,500,3.33,1,0,0,0,0,0,N/A,36
NA,375,6,0.016,38,false,66.73986,1270.0,False,500,3.33,1,0,0,0,0,0,N/A,37
NA,375,6,0.016,39,false,66.739847,1250.0,False,500,3.33,1,0,0,0,0,0,N/A,38
NA,375,6,0.016,40,false,66.739847,1240.0,False,500,3.33,1,0,0,0,0,0,N/A,39
NA,375,6,0.016,41,false,66.739842,1220.0,False,500,3.33,1,0,0,0,0,0,N/A,40
NA,375,6,0.016,42,false,66.739831,1200.0,False,500,3.33,1,0,0,0,0,0,N/A,41
NA,375,6,0.016,43,false,66.739827,1180.0,False,500,3.33,1,0,0,0,0,0,N/A,42
NA,375,6,0.016,44,false,66.73983,1170.0,False,500,3.33,1,0,0,0,0,0,N/A,43
NA,375,6,0.016,45,false,66.739821,1150.0,False,500,3.33,1,0,0,0,0,0,N/A,44
NA,375,6,0.016,46,false,66.739819,1140.0,False,500,3.33,1,0,0,0,0,0,N/A,45
NA,375,6,0.016,47,false,66.739818,1130.0,False,500,3.33,1,0,0,0,0,0,N/A,46
NA,375,6,0.016,48,false,66.739817,1110.0,False,500,3.33,1,0,0,0,0,0,N/A,47
NA,375,6,0.016,49,false,66.739811,1100.0,False,500,3.33,1,0,0,0,0,0,N/A,48
NA,375,6,0.016,50,false,66.739805,1090.0,False,500,3.33,1,0,0,0,0,0,N/A,49
NA,375,6,0.016,51,false,66.739799,1070.0,False,500,3.33,1,0,0,0,0,0,N/A,50
NA,375,6,0.016,52,false,66.739794,1060.0,False,500,3.33,1,0,0,0,0,0,N/A,51
NA,375,6,0.016,53,false,66.73979,1050.0,False,500,3.33,1,0,0,0,0,0,N/A,52
NA,375,6,0.016,54,false,66.739793,1030.0,False,500,3.33,1,0,0,0,0,0,N/A,53
NA,375,6,0.016,55,false,66.739797,1020.0,False,500,3.33,1,0,0,0,0,0,N/A,54
NA,375,6,0.016,56,false,66.739794,1000.0,False,500,3.33,1,0,0,0,0,0,N/A,55
NA,375,6,0.016,57,false,66.739791,990.0,False,500,3.33,1,0,0,0,0,0,N/A,56
NA,375,6,0.016,58,false,66.739796,980.0,False,500,3.33,1,0,0,0,0,0,N/A,57
NA,375,6,0.016,59,false,66.739794,960.0,False,500,3.33,1,0,0,0,0,0,N/A,58
NA,375,6,0.016,60,false,66.739793,950.0,False,500,3.33,1,0,0,0,0,0,N/A,59
NA,375,6,0.016,61,false,66.739791,940.0,False,500,3.33,1,0,0,0,0,0,N/A,60
NA,375,6,0.016,62,false,66.73979,920.0,False,500,3.33,1,0,0,0,0,0,N/A,61
NA,375,6,0.016,63,false,66.739789,910.0,False,500,3.33,1,0,0,0,0,0,N/A,62
NA,375,6,0.016,64,false,66.739789,900.0,False,500,3.33,1,0,0,0,0,0,N/A,63
