frame,ped_height,sim_time,walker,ego,e_veloc,distance,walker_vel_ms,ego_vel_ms,ttc_less_than_200,walker_vel_mms,ego_vel_mms,TCC,TCC_threshold,w_location_x,w_location_y,w_location_z,e_location_x,e_location_y,e_location_z,w_rotation_pitch,w_rotation_yaw,w_rotation_roll,e_rotation_pitch,e_rotation_yaw,e_rotation_roll
0,1.8600000143051147,1,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.886233,61.61090850830078,0.0,13.857286936660884,False,0.0,0.013857286936660884,4450.0,500,138.06063842773438,13.049999237060547,0.9514999389648438,76.514404296875,7.800065517425537,0.09663470834493637,-0.15539363026618958,-89.99999237060547,0.0,-0.018646415323019028,0.0024780896492302418,-0.00103759765625
1,1.8600000143051147,2,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.682879,61.390113830566406,0.0694274827837944,13.80079976418474,False,6.94274827837944e-05,0.01380079976418474,4430.0,500,138.06063842773438,13.04888916015625,0.9514999389648438,76.7352294921875,7.800149440765381,0.09605339169502258,-0.15539363026618958,-89.99999237060547,0.0,-0.027860339730978012,0.011340515688061714,-0.004547119606286287
2,1.8600000143051147,3,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.645983,61.169403076171875,0.1388549655675888,13.790550773653683,False,0.0001388549655675888,0.013790550773653683,4390.0,500,138.06063842773438,13.046667098999023,0.9514999389648438,76.95596313476562,7.800233364105225,0.09543681889772415,-0.15539363026618958,-89.99999237060547,0.0,-0.03628196194767952,0.026024898514151573,-0.010009764693677425
3,1.8600000143051147,4,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.63485,60.948692321777344,0.2082824409008026,13.78745824389491,False,0.0002082824409008026,0.01378745824389491,4350.0,500,138.06063842773438,13.0433349609375,0.9514999389648438,77.1766586303711,7.8003435134887695,0.09479064494371414,-0.15539363026618958,-89.99999237060547,0.0,-0.04431426525115967,0.04579396918416023,-0.01684570498764515
4,1.8600000143051147,5,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.640389,60.72796630859375,0.2777099311351776,13.788996945865948,False,0.0002777099311351776,0.013788996945865948,4320.0,500,138.06063842773438,13.038890838623047,0.9514999389648438,77.39736938476562,7.800498008728027,0.09411559998989105,-0.15539363026618958,-89.99999237060547,0.0,-0.05179332196712494,0.06997962296009064,-0.02459716796875
5,1.8600000143051147,6,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.640112,60.50721740722656,0.3471373915672302,13.788919884291778,False,0.0003471373915672302,0.013788919884291777,4280.0,500,138.06063842773438,13.033336639404297,0.9514999389648438,77.61808776855469,7.80071496963501,0.09341346472501755,-0.15539363026618958,-89.99999237060547,0.0,-0.05868498235940933,0.09792551398277283,-0.0328369177877903
6,1.8600000143051147,7,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.639942,60.28643035888672,0.4165648818016052,13.788872880122572,False,0.0004165648818016052,0.013788872880122571,4240.0,500,138.06063842773438,13.02667236328125,0.9514999389648438,77.83881378173828,7.801010608673096,0.09268631041049957,-0.15539363026618958,-89.99999237060547,0.0,-0.06500290334224701,0.1289857178926468,-0.0411682091653347
7,1.8600000143051147,8,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.640152,60.06562805175781,0.4859923720359802,13.788930992069437,False,0.00048599237203598023,0.013788930992069437,4210.0,500,138.06063842773438,13.018896102905273,0.9514999389648438,78.05953979492188,7.801401138305664,0.0919361487030983,-0.15539363026618958,-89.99999237060547,0.0,-0.07067879289388657,0.16253817081451416,-0.0493469163775444
8,1.8600000143051147,9,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.640264,59.844810485839844,0.5554198622703552,13.788962170216356,False,0.0005554198622703552,0.013788962170216357,4170.0,500,138.06063842773438,13.010009765625,0.9514999389648438,78.2802734375,7.8018927574157715,0.09116542339324951,-0.15539363026618958,-89.99999237060547,0.0,-0.07571947574615479,0.19798831641674042,-0.0570373460650444
9,1.8600000143051147,10,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.640363,59.62395477294922,0.6248473525047302,13.788989620597583,False,0.0006248473525047303,0.013788989620597583,4140.0,500,138.06063842773438,13.000011444091797,0.9514999389648438,78.50102233886719,7.802496910095215,0.0903763547539711,-0.15539363026618958,-89.99999237060547,0.0,-0.08016592264175415,0.23477277159690857,-0.0640563890337944
10,1.8600000143051147,11,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.657939,59.403053283691406,0.6942747831344604,13.793871810344896,False,0.0006942747831344604,0.013793871810344896,4100.0,500,138.06063842773438,12.988903045654297,0.9514999389648438,78.72178649902344,7.803221225738525,0.08957107365131378,-0.15539363026618958,-89.99999237060547,0.0,-0.08392252773046494,0.27236229181289673,-0.07025146484375
11,1.8600000143051147,12,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.704493,59.18199157714844,0.7637022733688354,13.80680347414417,False,0.0007637022733688355,0.01380680347414417,4059.9999999999995,500,138.06063842773438,12.9766845703125,0.9514999389648438,78.94270324707031,7.804074764251709,0.08874797821044922,-0.15539363026618958,-89.99999237060547,0.0,-0.0865248292684555,0.3102727234363556,-0.0755004808306694
12,1.8600000143051147,13,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.717815,58.96089172363281,0.8331297636032104,13.81050424314621,False,0.0008331297636032104,0.013810504243146211,4030.0000000000005,500,138.06063842773438,12.963354110717773,0.9514999389648438,79.16364288330078,7.80505895614624,0.08790912479162216,-0.15539363026618958,-89.99999237060547,0.0,-0.08764497935771942,0.3480508625507355,-0.079742431640625
13,1.8600000143051147,14,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718171,58.73976135253906,0.9025572538375854,13.81060309773929,False,0.0009025572538375854,0.01381060309773929,3990.0,500,138.06063842773438,12.94891357421875,0.9514999389648438,79.38459014892578,7.806177139282227,0.08706100285053253,-0.15539363026618958,-89.99999237060547,0.0,-0.08743324875831604,0.3852706849575043,-0.0828857272863388
14,1.8600000143051147,15,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718217,58.51860046386719,0.9719847440719604,13.810615830102858,False,0.0009719847440719605,0.013810615830102858,3960.0,500,138.06063842773438,12.933361053466797,0.9514999389648438,79.60555267333984,7.807428359985352,0.08620952069759369,-0.15539363026618958,-89.99999237060547,0.0,-0.08608769625425339,0.4215511679649353,-0.08493039757013321
15,1.8600000143051147,16,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718236,58.29740905761719,1.0414122343063354,13.810621071439595,False,0.0010414122343063354,0.013810621071439594,3930.0,500,138.06063842773438,12.916698455810547,0.9514999389648438,79.8265151977539,7.808813095092773,0.08535987883806229,-0.15539363026618958,-89.99999237060547,0.0,-0.08368347585201263,0.45656102895736694,-0.0858764499425888
16,1.8600000143051147,17,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718232,58.076202392578125,1.1108397245407104,13.810619914566043,False,0.0011108397245407104,0.013810619914566044,3890.0,500,138.06063842773438,12.89892578125,0.9514999389648438,80.0474853515625,7.810330867767334,0.08451751619577408,-0.15539363026618958,-89.99999237060547,0.0,-0.08047328144311905,0.49001544713974,-0.0857238620519638
17,1.8600000143051147,18,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718212,57.85497283935547,1.1802672147750854,13.810614579820633,False,0.0011802672147750856,0.013810614579820633,3860.0,500,138.06063842773438,12.880041122436523,0.9514999389648438,80.26846313476562,7.811975479125977,0.08368648588657379,-0.15539363026618958,-89.99999237060547,0.0,-0.0765664130449295,0.5216787457466125,-0.08456417918205261
18,1.8600000143051147,19,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.71822,57.633705139160156,1.2496947050094604,13.810616584794868,False,0.0012496947050094605,0.013810616584794868,3830.0,500,138.06063842773438,12.86004638671875,0.9514999389648438,80.48944854736328,7.8137431144714355,0.08287002146244049,-0.15539363026618958,-89.99999237060547,0.0,-0.07211313396692276,0.5513613224029541,-0.0824585035443306
19,1.8600000143051147,20,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718189,57.41242218017578,1.319122076034546,13.8106079953368,False,0.001319122076034546,0.0138106079953368,3790.0,500,138.06063842773438,12.838939666748047,0.9514999389648438,80.71043395996094,7.815629482269287,0.082071453332901,-0.15539363026618958,-89.99999237060547,0.0,-0.06722954660654068,0.5789167284965515,-0.079498291015625
20,1.8600000143051147,21,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718165,57.191131591796875,1.388549566268921,13.81060135846106,False,0.0013885495662689208,0.01381060135846106,3760.0,500,138.06063842773438,12.816722869873047,0.9514999389648438,80.93142700195312,7.817627906799316,0.08129291236400604,-0.15539363026618958,-89.99999237060547,0.0,-0.062038604170084,0.6042413115501404,-0.075775146484375
21,1.8600000143051147,22,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718159,56.96979522705078,1.457977056503296,13.810599775183752,False,0.0014579770565032958,0.013810599775183752,3730.0,500,138.06063842773438,12.79339599609375,0.9514999389648438,81.15242767333984,7.819732666015625,0.08053653687238693,-0.15539363026618958,-89.99999237060547,0.0,-0.05667007714509964,0.6272697448730469,-0.0713500902056694
22,1.8600000143051147,23,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718128,56.74845886230469,1.527404546737671,13.810591204449668,False,0.001527404546737671,0.013810591204449668,3700.0,500,138.06063842773438,12.768957138061523,0.9514999389648438,81.3734130859375,7.821938991546631,0.07980327308177948,-0.15539363026618958,-89.99999237060547,0.0,-0.05117860436439514,0.6479710340499878,-0.0664062425494194
23,1.8600000143051147,24,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718094,56.52709197998047,1.596832036972046,13.810581722542596,False,0.001596832036972046,0.013810581722542596,3670.0,500,138.06063842773438,12.743408203125,0.9514999389648438,81.59441375732422,7.82423210144043,0.07909423857927322,-0.15539363026618958,-89.99999237060547,0.0,-0.04571445286273956,0.666347324848175,-0.0610046312212944
24,1.8600000143051147,25,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718059,56.30571746826172,1.666259527206421,13.810571937986397,False,0.001666259527206421,0.013810571937986398,3640.0,500,138.06063842773438,12.716748237609863,0.9514999389648438,81.8154067993164,7.826609134674072,0.07840999215841293,-0.15539363026618958,-89.99999237060547,0.0,-0.040318604558706284,0.6824278831481934,-0.0552673265337944
25,1.8600000143051147,26,walker.pedestrian.0004,vehicle.nissan.patrol_2021,49.718056,56.084320068359375,1.735687017440796,13.810571009285944,False,0.0017356870174407958,0.013810571009285944,3610.0,500,138.06063842773438,12.688977241516113,0.9514999389648438,82.03640747070312,7.829061031341553,0.07775058597326279,-0.15539363026618958,-89.99999237060547,0.0,-0.03506619110703468,0.69626784324646,-0.049285873770713806
