collision,total_steps,request_simulat_time,fixed_delta_seconds,current_simulat_time,stop_run,e_veloc,TTC,ttc_less_than_200,TTC_threshold,pedestrian_velocity,SAW_WALKER_cam1,SAW_WALKER_cam4,delay_count,delay_threshold,GLOBAL_BRAKE,apply_brake,new_velocity,frame_number
NA,375,6,0.016,1,false,40.4226,4410.0,False,500,1.64,1,0,0,0,0,0,N/A,0
NA,375,6,0.016,2,false,40.422589,4380.0,False,500,1.64,1,0,0,0,0,0,N/A,1
NA,375,6,0.016,3,false,40.422578,4350.0,False,500,1.64,1,0,0,0,0,0,N/A,2
NA,375,6,0.016,4,false,40.422567,4320.0,False,500,1.64,1,0,0,0,0,0,N/A,3
NA,375,6,0.016,5,false,40.422556,4290.0,False,500,1.64,1,0,0,0,0,0,N/A,4
NA,375,6,0.016,6,false,40.422545,4260.0,False,500,1.64,1,0,0,0,0,0,N/A,5
NA,375,6,0.016,7,false,40.422533,4230.0,False,500,1.64,1,0,0,0,0,0,N/A,6
NA,375,6,0.016,8,false,40.422522,4200.0,False,500,1.64,1,0,0,0,0,0,N/A,7
NA,375,6,0.016,9,false,40.422511,4170.0,False,500,1.64,1,0,0,0,0,0,N/A,8
NA,375,6,0.016,10,false,40.4225,4140.0,False,500,1.64,1,0,0,0,0,0,N/A,9
NA,375,6,0.016,11,false,40.422489,4110.0,False,500,1.64,1,0,0,0,0,0,N/A,10
NA,375,6,0.016,12,false,40.422479,4080.0,False,500,1.64,1,0,0,0,0,0,N/A,11
NA,375,6,0.016,13,false,40.422469,4050.0,False,500,1.64,1,0,0,0,0,0,N/A,12
NA,375,6,0.016,14,false,40.422458,4019.9999999999995,False,500,1.64,1,0,0,0,0,0,N/A,13
NA,375,6,0.016,15,false,40.422449,4000.0,False,500,1.64,1,0,0,0,0,0,N/A,14
NA,375,6,0.016,16,false,40.422439,3970.0,False,500,1.64,1,0,0,0,0,0,N/A,15
NA,375,6,0.016,17,false,40.42243,3940.0,False,500,1.64,1,0,0,0,0,0,N/A,16
NA,375,6,0.016,18,false,40.42242,3910.0,False,500,1.64,1,0,0,0,0,0,N/A,17
NA,375,6,0.016,19,false,40.422411,3880.0,False,500,1.64,1,0,0,0,0,0,N/A,18
NA,375,6,0.016,20,false,40.422403,3860.0,False,500,1.64,1,0,0,0,0,0,N/A,19
NA,375,6,0.016,21,false,40.422394,3830.0,False,500,1.64,1,0,0,0,0,0,N/A,20
NA,375,6,0.016,22,false,40.422386,3800.0,False,500,1.64,1,0,0,0,0,0,N/A,21
NA,375,6,0.016,23,false,40.422378,3770.0,False,500,1.64,1,0,0,0,0,0,N/A,22
NA,375,6,0.016,24,false,40.42237,3750.0,False,500,1.64,1,0,0,0,0,0,N/A,23
NA,375,6,0.016,25,false,40.422362,3720.0,False,500,1.64,1,0,0,0,0,0,N/A,24
NA,375,6,0.016,26,false,40.422355,3690.0,False,500,1.64,1,0,0,0,0,0,N/A,25
NA,375,6,0.016,27,false,40.422348,3670.0,False,500,1.64,1,0,0,0,0,0,N/A,26
NA,375,6,0.016,28,false,40.422341,3640.0,False,500,1.64,1,0,0,0,0,0,N/A,27
NA,375,6,0.016,29,false,40.422334,3610.0,False,500,1.64,1,0,0,0,0,0,N/A,28
NA,375,6,0.016,30,false,40.422327,3590.0,False,500,1.64,1,0,0,0,0,0,N/A,29
NA,375,6,0.016,31,false,40.42232,3560.0,False,500,1.64,1,0,0,0,0,0,N/A,30
NA,375,6,0.016,32,false,40.422314,3540.0,False,500,1.64,1,0,0,0,0,0,N/A,31
NA,375,6,0.016,33,false,40.422307,3510.0,False,500,1.64,1,0,0,0,0,0,N/A,32
NA,375,6,0.016,34,false,40.422301,3490.0,False,500,1.64,1,0,0,0,0,0,N/A,33
NA,375,6,0.016,35,false,40.422294,3460.0,False,500,1.64,1,0,0,0,0,0,N/A,34
NA,375,6,0.016,36,false,40.422288,3440.0,False,500,1.64,1,0,0,0,0,0,N/A,35
NA,375,6,0.016,37,false,40.422282,3410.0,False,500,1.64,1,0,0,0,0,0,N/A,36
NA,375,6,0.016,38,false,40.422276,3390.0,False,500,1.64,1,0,0,0,0,0,N/A,37
NA,375,6,0.016,39,false,40.422271,3360.0,False,500,1.64,1,0,0,0,0,0,N/A,38
NA,375,6,0.016,40,false,40.422265,3340.0,False,500,1.64,1,0,0,0,0,0,N/A,39
NA,375,6,0.016,41,false,40.422259,3310.0,False,500,1.64,1,0,0,0,0,0,N/A,40
NA,375,6,0.016,42,false,40.422253,3290.0,False,500,1.64,1,0,0,0,0,0,N/A,41
NA,375,6,0.016,43,false,40.422248,3270.0,False,500,1.64,1,0,0,0,0,0,N/A,42
NA,375,6,0.016,44,false,40.422242,3250.0,False,500,1.64,1,0,0,0,0,0,N/A,43
NA,375,6,0.016,45,false,40.422237,3230.0,False,500,1.64,1,0,0,0,0,0,N/A,44
NA,375,6,0.016,46,false,40.422231,3220.0,False,500,1.64,1,0,0,0,0,0,N/A,45
NA,375,6,0.016,47,false,40.422226,3210.0,False,500,1.64,1,0,0,0,0,0,N/A,46
NA,375,6,0.016,48,false,40.422221,3190.0,False,500,1.64,1,0,0,0,0,0,N/A,47
NA,375,6,0.016,49,false,40.422215,3180.0,False,500,1.64,1,0,0,0,0,0,N/A,48
