collision,total_steps,request_simulat_time,fixed_delta_seconds,current_simulat_time,stop_run,e_veloc,TTC,ttc_less_than_200,TTC_threshold,pedestrian_velocity,SAW_WALKER_cam1,SAW_WALKER_cam4,delay_count,delay_threshold,GLOBAL_BRAKE,apply_brake,new_velocity,frame_number
NA,375,6,0.016,1,false,51.281069,3130.0,False,500,4.77,1,0,0,0,0,0,N/A,0
NA,375,6,0.016,2,false,51.28106,3090.0,False,500,4.77,1,0,0,0,0,0,N/A,1
NA,375,6,0.016,3,false,51.281051,3050.0,False,500,4.77,1,0,0,0,0,0,N/A,2
NA,375,6,0.016,4,false,51.281042,3010.0,False,500,4.77,1,0,0,0,0,0,N/A,3
NA,375,6,0.016,5,false,51.281033,2970.0,False,500,4.77,1,0,0,0,0,0,N/A,4
NA,375,6,0.016,6,false,51.281023,2930.0,False,500,4.77,1,0,0,0,0,0,N/A,5
NA,375,6,0.016,7,false,51.281014,2890.0,False,500,4.77,1,0,0,0,0,0,N/A,6
NA,375,6,0.016,8,false,51.281005,2860.0,False,500,4.77,1,0,0,0,0,0,N/A,7
NA,375,6,0.016,9,false,51.280996,2820.0,False,500,4.77,1,0,0,0,0,0,N/A,8
NA,375,6,0.016,10,false,51.280987,2790.0,False,500,4.77,1,0,0,0,0,0,N/A,9
NA,375,6,0.016,11,false,51.280978,2750.0,False,500,4.77,1,0,0,0,0,0,N/A,10
NA,375,6,0.016,12,false,51.280969,2720.0,False,500,4.77,1,0,0,0,0,0,N/A,11
NA,375,6,0.016,13,false,51.280961,2680.0,False,500,4.77,1,0,0,0,0,0,N/A,12
NA,375,6,0.016,14,false,51.280952,2650.0,False,500,4.77,1,0,0,0,0,0,N/A,13
NA,375,6,0.016,15,false,51.280944,2610.0,False,500,4.77,1,0,0,0,0,0,N/A,14
NA,375,6,0.016,16,false,51.280936,2580.0,False,500,4.77,1,0,0,0,0,0,N/A,15
NA,375,6,0.016,17,false,51.280928,2550.0,False,500,4.77,1,0,0,0,0,0,N/A,16
NA,375,6,0.016,18,false,51.280921,2520.0,False,500,4.77,1,0,0,0,0,0,N/A,17
NA,375,6,0.016,19,false,51.280914,2490.0,False,500,4.77,1,0,0,0,0,0,N/A,18
NA,375,6,0.016,20,false,51.280907,2460.0,False,500,4.77,1,0,0,0,0,0,N/A,19
NA,375,6,0.016,21,false,51.2809,2420.0,False,500,4.77,1,0,0,0,0,0,N/A,20
NA,375,6,0.016,22,false,51.280893,2390.0,False,500,4.77,1,0,0,0,0,0,N/A,21
NA,375,6,0.016,23,false,51.280887,2360.0,False,500,4.77,1,0,0,0,0,0,N/A,22
NA,375,6,0.016,24,false,51.28088,2340.0,False,500,4.77,1,0,0,0,0,0,N/A,23
NA,375,6,0.016,25,false,51.280874,2310.0,False,500,4.77,1,0,0,0,0,0,N/A,24
NA,375,6,0.016,26,false,51.280869,2280.0,False,500,4.77,1,0,0,0,0,0,N/A,25
NA,375,6,0.016,27,false,51.280863,2250.0,False,500,4.77,1,0,0,0,0,0,N/A,26
NA,375,6,0.016,28,false,51.280857,2220.0,False,500,4.77,1,0,0,0,0,0,N/A,27
NA,375,6,0.016,29,false,51.280852,2190.0,False,500,4.77,1,0,0,0,0,0,N/A,28
NA,375,6,0.016,30,false,51.280846,2170.0,False,500,4.77,1,0,0,0,0,0,N/A,29
NA,375,6,0.016,31,false,51.280841,2140.0,False,500,4.77,1,0,0,0,0,0,N/A,30
NA,375,6,0.016,32,false,51.280836,2110.0,False,500,4.77,1,0,0,0,0,0,N/A,31
NA,375,6,0.016,33,false,51.280831,2090.0,False,500,4.77,1,0,0,0,0,0,N/A,32
NA,375,6,0.016,34,false,51.280826,2060.0,False,500,4.77,1,0,0,0,0,0,N/A,33
NA,375,6,0.016,35,false,51.280821,2040.0,False,500,4.77,1,0,0,0,0,0,N/A,34
NA,375,6,0.016,36,false,51.280816,2009.9999999999998,False,500,4.77,1,0,0,0,0,0,N/A,35
NA,375,6,0.016,37,false,51.280811,1990.0,False,500,4.77,1,0,0,0,0,0,N/A,36
NA,375,6,0.016,38,false,51.280807,1960.0,False,500,4.77,1,0,0,0,0,0,N/A,37
NA,375,6,0.016,39,false,51.280802,1940.0,False,500,4.77,1,0,0,0,0,0,N/A,38
NA,375,6,0.016,40,false,51.280798,1910.0,False,500,4.77,1,0,0,0,0,0,N/A,39
NA,375,6,0.016,41,false,51.280793,1890.0,False,500,4.77,1,0,0,0,0,0,N/A,40
NA,375,6,0.016,42,false,51.280789,1870.0,False,500,4.77,1,0,0,0,0,0,N/A,41
NA,375,6,0.016,43,false,51.280784,1840.0,False,500,4.77,1,0,0,0,0,0,N/A,42
NA,375,6,0.016,44,false,51.28078,1830.0,False,500,4.77,1,0,0,0,0,0,N/A,43
NA,375,6,0.016,45,false,51.280776,1810.0,False,500,4.77,1,0,0,0,0,0,N/A,44
NA,375,6,0.016,46,false,51.280771,1800.0,False,500,4.77,1,0,0,0,0,0,N/A,45
NA,375,6,0.016,47,false,51.280768,1790.0,False,500,4.77,1,0,0,0,0,0,N/A,46
NA,375,6,0.016,48,false,51.280763,1780.0,False,500,4.77,1,0,0,0,0,0,N/A,47
NA,375,6,0.016,49,false,51.280759,1770.0,False,500,4.77,1,0,0,0,0,0,N/A,48
NA,375,6,0.016,50,false,51.280755,1750.0,False,500,4.77,1,0,0,0,0,0,N/A,49
NA,375,6,0.016,51,false,51.280751,1740.0,False,500,4.77,1,0,0,0,0,0,N/A,50
NA,375,6,0.016,52,false,51.280747,1730.0,False,500,4.77,1,0,0,0,0,0,N/A,51
NA,375,6,0.016,53,false,51.280743,1720.0,False,500,4.77,1,0,0,0,0,0,N/A,52
NA,375,6,0.016,54,false,51.280739,1710.0,False,500,4.77,1,0,0,0,0,0,N/A,53
NA,375,6,0.016,55,false,51.280735,1690.0,False,500,4.77,1,0,0,0,0,0,N/A,54
NA,375,6,0.016,56,false,51.280732,1680.0,False,500,4.77,1,0,0,0,0,0,N/A,55
NA,375,6,0.016,57,false,51.280728,1670.0,False,500,4.77,1,0,0,0,0,0,N/A,56
NA,375,6,0.016,58,false,51.280724,1660.0,False,500,4.77,1,0,0,0,0,0,N/A,57
NA,375,6,0.016,59,false,51.28072,1650.0,False,500,4.77,1,0,0,0,0,0,N/A,58
NA,375,6,0.016,60,false,51.280717,1630.0,False,500,4.77,1,0,0,0,0,0,N/A,59
NA,375,6,0.016,61,false,51.280713,1620.0,False,500,4.77,1,0,0,0,0,0,N/A,60
NA,375,6,0.016,62,false,51.280709,1610.0,False,500,4.77,1,0,0,0,0,0,N/A,61
NA,375,6,0.016,63,false,51.280706,1600.0,False,500,4.77,1,0,0,0,0,0,N/A,62
NA,375,6,0.016,64,false,51.280702,1590.0,False,500,4.77,1,0,0,0,0,0,N/A,63
NA,375,6,0.016,65,false,51.280699,1570.0,False,500,4.77,1,0,0,0,0,0,N/A,64
NA,375,6,0.016,66,false,51.280696,1560.0,False,500,4.77,1,0,0,0,0,0,N/A,65
NA,375,6,0.016,67,false,51.280692,1550.0,False,500,4.77,1,0,0,0,0,0,N/A,66
NA,375,6,0.016,68,false,51.280689,1540.0,False,500,4.77,1,0,0,0,0,0,N/A,67
NA,375,6,0.016,69,false,51.280686,1530.0,False,500,4.77,1,0,0,0,0,0,N/A,68
NA,375,6,0.016,70,false,51.280682,1510.0,False,500,4.77,1,0,0,0,0,0,N/A,69
NA,375,6,0.016,71,false,51.280679,1500.0,False,500,4.77,1,0,0,0,0,0,N/A,70
NA,375,6,0.016,72,false,51.280676,1490.0,False,500,4.77,1,0,0,0,0,0,N/A,71
NA,375,6,0.016,73,false,51.280673,1480.0,False,500,4.77,1,0,0,0,0,0,N/A,72
NA,375,6,0.016,74,false,51.28067,1470.0,False,500,4.77,1,0,0,0,0,0,N/A,73
NA,375,6,0.016,75,false,51.280667,1450.0,False,500,4.77,1,0,0,0,0,0,N/A,74
NA,375,6,0.016,76,false,51.280664,1440.0,False,500,4.77,1,0,0,0,0,0,N/A,75
NA,375,6,0.016,77,false,51.280661,1430.0,False,500,4.77,1,0,0,0,0,0,N/A,76
NA,375,6,0.016,78,false,51.280658,1420.0,False,500,4.77,1,0,0,0,0,0,N/A,77
NA,375,6,0.016,79,false,51.280655,1410.0,False,500,4.77,1,0,0,0,0,0,N/A,78
NA,375,6,0.016,80,false,51.280652,1390.0,False,500,4.77,1,0,0,0,0,0,N/A,79
NA,375,6,0.016,81,false,51.280649,1380.0,False,500,4.77,1,0,0,0,0,0,N/A,80
NA,375,6,0.016,82,false,51.280647,1370.0,False,500,4.77,1,0,0,0,0,0,N/A,81
NA,375,6,0.016,83,false,51.280644,1360.0,False,500,4.77,1,0,0,0,0,0,N/A,82
NA,375,6,0.016,84,false,51.280641,1350.0,False,500,4.77,1,0,0,0,0,0,N/A,83
NA,375,6,0.016,85,false,51.280639,1330.0,False,500,4.77,1,0,0,0,0,0,N/A,84
NA,375,6,0.016,86,false,51.280636,1320.0,False,500,4.77,1,0,0,0,0,0,N/A,85
NA,375,6,0.016,87,false,51.280633,1310.0,False,500,4.77,1,0,0,0,0,0,N/A,86
NA,375,6,0.016,88,false,51.280631,1300.0,False,500,4.77,1,0,0,0,0,0,N/A,87
NA,375,6,0.016,89,false,51.280628,1290.0,False,500,4.77,1,0,0,0,0,0,N/A,88
NA,375,6,0.016,90,false,51.280626,1270.0,False,500,4.77,1,0,0,0,0,0,N/A,89
NA,375,6,0.016,91,false,51.280623,1260.0,False,500,4.77,1,0,0,0,0,0,N/A,90
NA,375,6,0.016,92,false,51.280621,1250.0,False,500,4.77,1,0,0,0,0,0,N/A,91
NA,375,6,0.016,93,false,51.280618,1240.0,False,500,4.77,1,0,0,0,0,0,N/A,92
NA,375,6,0.016,94,false,51.280616,1220.0,False,500,4.77,1,0,0,0,0,0,N/A,93
NA,375,6,0.016,95,false,51.280614,1210.0,False,500,4.77,1,0,0,0,0,0,N/A,94
NA,375,6,0.016,96,false,51.280611,1200.0,False,500,4.77,1,0,0,0,0,0,N/A,95
NA,375,6,0.016,97,false,51.280609,1190.0,False,500,4.77,1,0,0,0,0,0,N/A,96
NA,375,6,0.016,98,false,51.280607,1180.0,False,500,4.77,1,0,0,0,0,0,N/A,97
NA,375,6,0.016,99,false,51.280605,1160.0,False,500,4.77,1,0,0,0,0,0,N/A,98
NA,375,6,0.016,100,false,51.280602,1150.0,False,500,4.77,1,0,0,0,0,0,N/A,99
NA,375,6,0.016,101,false,51.2806,1140.0,False,500,4.77,1,0,0,0,0,0,N/A,100
NA,375,6,0.016,102,false,51.280598,1130.0,False,500,4.77,1,0,0,0,0,0,N/A,101
NA,375,6,0.016,103,false,51.280596,1120.0,False,500,4.77,1,0,0,0,0,0,N/A,102
NA,375,6,0.016,104,false,51.280594,1100.0,False,500,4.77,1,0,0,0,0,0,N/A,103
NA,375,6,0.016,105,false,51.280592,1090.0,False,500,4.77,1,0,0,0,0,0,N/A,104
NA,375,6,0.016,106,false,51.28059,1080.0,False,500,4.77,1,0,0,0,0,0,N/A,105
NA,375,6,0.016,107,false,51.280588,1070.0,False,500,4.77,1,0,0,0,0,0,N/A,106
NA,375,6,0.016,108,false,51.280586,1060.0,False,500,4.77,1,0,0,0,0,0,N/A,107
NA,375,6,0.016,109,false,51.280584,1040.0,False,500,4.77,1,0,0,0,0,0,N/A,108
NA,375,6,0.016,110,false,51.280582,1030.0,False,500,4.77,1,0,0,0,0,0,N/A,109
NA,375,6,0.016,111,false,51.28058,1020.0,False,500,4.77,1,0,0,0,0,0,N/A,110
NA,375,6,0.016,112,false,51.280578,1010.0,False,500,4.77,1,0,0,0,0,0,N/A,111
NA,375,6,0.016,113,false,51.280576,1000.0,False,500,4.77,1,0,0,0,0,0,N/A,112
NA,375,6,0.016,114,false,51.280574,990.0,False,500,4.77,1,0,0,0,0,0,N/A,113
NA,375,6,0.016,115,false,51.280573,970.0,False,500,4.77,1,0,0,0,0,0,N/A,114
NA,375,6,0.016,116,false,51.280571,960.0,False,500,4.77,1,0,0,0,0,0,N/A,115
NA,375,6,0.016,117,false,51.280569,950.0,False,500,4.77,1,0,0,0,0,0,N/A,116
NA,375,6,0.016,118,false,51.280567,940.0,False,500,4.77,1,0,0,0,0,0,N/A,117
NA,375,6,0.016,119,false,51.280565,930.0,False,500,4.77,1,0,0,0,0,0,N/A,118
NA,375,6,0.016,120,false,51.280564,910.0,False,500,4.77,1,0,0,0,0,0,N/A,119
NA,375,6,0.016,121,false,51.280562,900.0,False,500,4.77,1,0,0,0,0,0,N/A,120
NA,375,6,0.016,122,false,51.28056,890.0,False,500,4.77,1,0,0,0,0,0,N/A,121
NA,375,6,0.016,123,false,51.280559,880.0,False,500,4.77,1,0,0,0,0,0,N/A,122
NA,375,6,0.016,124,false,51.280557,870.0,False,500,4.77,1,0,0,0,0,0,N/A,123
NA,375,6,0.016,125,false,51.280556,850.0,False,500,4.77,1,0,0,0,0,0,N/A,124
NA,375,6,0.016,126,false,51.280554,840.0,False,500,4.77,1,0,0,0,0,0,N/A,125
NA,375,6,0.016,127,false,51.280552,830.0,False,500,4.77,1,0,0,0,0,0,N/A,126
NA,375,6,0.016,128,false,51.280551,820.0,False,500,4.77,1,0,0,0,0,0,N/A,127
NA,375,6,0.016,129,false,51.280549,810.0,False,500,4.77,1,0,0,0,0,0,N/A,128
NA,375,6,0.016,130,false,51.280548,790.0,False,500,4.77,1,0,0,0,0,0,N/A,129
NA,375,6,0.016,131,false,51.280546,780.0,False,500,4.77,1,0,0,0,0,0,N/A,130
NA,375,6,0.016,132,false,51.280545,770.0,False,500,4.77,1,0,0,0,0,0,N/A,131
