collision,total_steps,request_simulat_time,fixed_delta_seconds,current_simulat_time,stop_run,e_veloc,TTC,ttc_less_than_200,TTC_threshold,pedestrian_velocity,SAW_WALKER_cam1,SAW_WALKER_cam4,delay_count,delay_threshold,GLOBAL_BRAKE,apply_brake,new_velocity,frame_number
NA,375,6,0.016,1,false,56.787514,1330.0,False,500,1.51,1,0,0,0,0,0,N/A,0
NA,375,6,0.016,2,false,56.125924,1330.0,False,500,1.51,1,0,0,0,0,0,N/A,1
NA,375,6,0.016,3,false,55.913247,1320.0,False,500,1.51,1,0,0,0,0,0,N/A,2
NA,375,6,0.016,4,false,55.884143,1300.0,False,500,1.51,1,0,0,0,0,0,N/A,3
NA,375,6,0.016,5,false,55.887875,1280.0,False,500,1.51,1,0,0,0,0,0,N/A,4
NA,375,6,0.016,6,false,55.890013,1260.0,False,500,1.51,1,0,0,0,0,0,N/A,5
NA,375,6,0.016,7,false,55.889364,1240.0,False,500,1.51,1,0,0,0,0,0,N/A,6
NA,375,6,0.016,8,false,55.889414,1220.0,False,500,1.51,1,0,0,0,0,0,N/A,7
NA,375,6,0.016,9,false,55.88952,1210.0,False,500,1.51,1,0,0,0,0,0,N/A,8
NA,375,6,0.016,10,false,55.889566,1190.0,False,500,1.51,1,0,0,0,0,0,N/A,9
NA,375,6,0.016,11,false,55.906188,1170.0,False,500,1.51,1,0,0,0,0,0,N/A,10
NA,375,6,0.016,12,false,55.954684,1150.0,False,500,1.51,1,0,0,0,0,0,N/A,11
NA,375,6,0.016,13,false,55.976652,1130.0,False,500,1.51,1,0,0,0,0,0,N/A,12
NA,375,6,0.016,14,false,55.97755,1110.0,False,500,1.51,1,0,0,0,0,0,N/A,13
NA,375,6,0.016,15,false,55.977571,1090.0,False,500,1.51,1,0,0,0,0,0,N/A,14
NA,375,6,0.016,16,false,55.977552,1080.0,False,500,1.51,1,0,0,0,0,0,N/A,15
NA,375,6,0.016,17,false,55.97754,1060.0,False,500,1.51,1,0,0,0,0,0,N/A,16
NA,375,6,0.016,18,false,55.977525,1040.0,False,500,1.51,1,0,0,0,0,0,N/A,17
NA,375,6,0.016,19,false,55.977507,1020.0,False,500,1.51,1,0,0,0,0,0,N/A,18
